PLACA,viajes,toneladas,dias_activos,corredores,flota,tipologia,viajes_mes,meses_activos,estabilidad,indice_utilizacion
GUR762,1,7.408,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
GUR974,29,192.486,29,15,Terceros,SENCILLO,1.62,13,0.72,0.21
GUU055,2,69.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
GUU057,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUU060,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUU109,71,1975.745,68,41,Terceros,TRACTOMULA,3.97,18,1.0,0.53
GUU155,1,31.682000000000002,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUU225,1,2.779,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
GUU301,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUU524,1,8.801,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
GUU762,1,14.073,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUU934,3,10.397,3,3,Terceros,TURBO,0.17,3,0.17,0.02
GUU949,1,6.456,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
GUV069,1,18.773,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUV129,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUV132,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUV133,1,18.798,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GUV134,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GVK424,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GVV022,1,16.157,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GVV041,2,47.358000000000004,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
GVV054,1,32.659,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
GVY041,33,1030.809,33,16,Terceros,TRACTOMULA,1.84,14,0.78,0.24
GWU110,165,4886.396,163,57,Flota Propia,TRACTOMULA,9.22,18,1.0,1.22
GWU111,98,3328.68,81,36,Flota Propia,TRACTOMULA,5.47,8,0.44,0.73
GWU112,194,4782.976,180,53,Flota Propia,TRACTOMULA,10.84,18,1.0,1.44
GWU113,176,5195.205,170,64,Flota Propia,TRACTOMULA,9.83,18,1.0,1.3
GWU114,134,3954.554,133,55,Flota Propia,TRACTOMULA,7.48,15,0.83,0.99
GWU115,168,4694.772,159,64,Flota Propia,TRACTOMULA,9.38,18,1.0,1.24
GWU116,47,1382.639,44,25,Flota Propia,TRACTOMULA,2.63,6,0.33,0.35
GWU117,180,5166.8060000000005,174,65,Flota Propia,TRACTOMULA,10.05,18,1.0,1.33
GWU119,168,4859.661,165,66,Flota Propia,TRACTOMULA,9.38,18,1.0,1.24
GWU120,188,5480.178,177,68,Flota Propia,TRACTOMULA,10.5,18,1.0,1.39
GWU121,171,4998.819,158,65,Flota Propia,TRACTOMULA,9.55,18,1.0,1.27
GWU122,1,31.49,1,1,Flota Propia,TRACTOMULA,0.06,1,0.06,0.01
GWU123,205,5854.216,185,61,Flota Propia,TRACTOMULA,11.45,18,1.0,1.5
GWU126,2,60.834,2,2,Flota Propia,TRACTOMULA,0.11,1,0.06,0.01
GWU132,175,5061.0960000000005,170,64,Flota Propia,TRACTOMULA,9.77,18,1.0,1.3
GWU135,71,2404.0,63,31,Flota Propia,TRACTOMULA,3.97,7,0.39,0.53
GWU136,13,302.579,13,1,Flota Propia,TRACTOMULA,0.73,8,0.44,0.1
GWU137,1,31.92,1,1,Flota Propia,TRACTOMULA,0.06,1,0.06,0.01
GWU140,9,215.68,9,1,Flota Propia,TRACTOMULA,0.5,5,0.28,0.07
GWU142,76,2584.0,63,29,Flota Propia,TRACTOMULA,4.24,6,0.33,0.56
GWU143,77,2154.096,74,45,Flota Propia,TRACTOMULA,4.3,10,0.56,0.57
GWU156,189,5251.981,175,63,Flota Propia,TRACTOMULA,10.56,18,1.0,1.4
GWU318,175,5044.794,171,66,Flota Propia,TRACTOMULA,9.77,18,1.0,1.3
GWU373,183,5433.353,165,61,Flota Propia,TRACTOMULA,10.22,18,1.0,1.36
GWU374,1,20.0,1,1,Flota Propia,TRACTOMULA,0.06,1,0.06,0.01
GWU379,178,5277.448,171,70,Flota Propia,TRACTOMULA,9.94,18,1.0,1.32
GXX545,4,109.95400000000001,4,3,Empresas,TRACTOMULA,0.22,3,0.17,0.03
GYB264,19,293.35,19,10,Terceros,DOBLETROQUE,1.06,12,0.67,0.14
GYB267,18,285.696,18,15,Terceros,DOBLETROQUE,1.01,8,0.44,0.13
GZZ273,12,17.512,10,1,Empresas,CAMIONETA,0.67,2,0.11,0.09
GZZ280,97,736.095,96,57,Terceros,SENCILLO,5.42,18,1.0,0.72
GZZ603,1,3.585,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
GZZ605,1,7.721,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
GZZ716,8,253.69799999999998,8,3,Empresas,TRACTOMULA,0.45,5,0.28,0.06
GZZ822,10,130.698,10,6,Empresas,TRACTOMULA,0.56,7,0.39,0.07
HAB908,39,601.815,39,17,Terceros,DOBLETROQUE,2.18,18,1.0,0.29
HMD829,1,7.537,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
HUA175,155,1069.051,150,7,Terceros,SENCILLO,8.66,18,1.0,1.15
ITW106,3,26.095,3,2,Terceros,SENCILLO,0.17,2,0.11,0.02
JHJ135,2,15.943,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
JKJ640,56,486.633,56,28,Terceros,SENCILLO,3.13,18,1.0,0.42
JKU097,1,27.358,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JKU183,9,155.071,9,3,Terceros,DOBLETROQUE,0.5,6,0.33,0.07
JKU330,2,21.849,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JKU332,46,1527.506,46,6,Terceros,TRACTOMULA,2.57,14,0.78,0.34
JKU787,1,3.072,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JKV605,3,26.387999999999998,3,3,Empresas,SENCILLO,0.17,3,0.17,0.02
JKV739,2,5.1,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
JKV778,1,12.331,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
JKV859,3,12.724,3,3,Terceros,TURBO,0.17,1,0.06,0.02
JKV871,8,210.277,8,2,Empresas,TRACTOMULA,0.45,6,0.33,0.06
JKW009,1,26.7,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JKW087,107,3399.207,107,32,Terceros,TRACTOMULA,5.98,18,1.0,0.79
JKW110,8,129.459,8,6,Terceros,DOBLETROQUE,0.45,5,0.28,0.06
JKW135,1,32.74,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JKW497,3,91.069,3,2,Terceros,TRACTOMULA,0.17,3,0.17,0.02
JKX441,33,274.306,33,23,Terceros,SENCILLO,1.84,12,0.67,0.24
JKX576,15,82.045,14,14,Terceros,SENCILLO,0.84,5,0.28,0.11
JKX613,5,136.43200000000002,5,2,Empresas,TRACTOMULA,0.28,3,0.17,0.04
JKY504,1,8.962000000000002,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JKY608,5,19.737,5,4,Terceros,TURBO,0.28,2,0.11,0.04
JKY649,190,137.974,177,7,Terceros,CAMIONETA,10.61,10,0.56,1.41
JKY736,1,30.703,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JLL275,13,148.52800000000002,13,2,Empresas,TRACTOMULA,0.73,8,0.44,0.1
JLL429,4,90.577,4,4,Empresas,TRACTOMULA,0.22,3,0.17,0.03
JOU428,7,118.851,7,4,Empresas,TRACTOMULA,0.39,6,0.33,0.05
JOU474,1,31.006999999999998,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JOU590,1,4.41,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JOU973,1,32.552,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JOV178,1,32.885,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JOV335,6,80.07,6,1,Empresas,TRACTOMULA,0.34,6,0.33,0.05
JOV336,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JOV493,47,1516.686,46,21,Terceros,TRACTOMULA,2.63,15,0.83,0.35
JOV537,29,509.705,29,3,Empresas,TRACTOMULA,1.62,15,0.83,0.21
JOV690,1,7.008,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JOV980,1,7.8,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JOV988,14,421.861,14,8,Terceros,TRACTOMULA,0.78,10,0.56,0.1
JOW102,7,227.097,7,7,Terceros,TRACTOMULA,0.39,5,0.28,0.05
JOW498,11,346.357,11,6,Empresas,TRACTOMULA,0.61,8,0.44,0.08
JOW815,3,23.911,3,3,Empresas,SENCILLO,0.17,3,0.17,0.02
JOW893,13,410.569,13,10,Empresas,TRACTOMULA,0.73,7,0.39,0.1
JOX071,2,24.384,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JOX132,1,0.973,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JPO320,1,2.22,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JQN197,2,17.982,2,1,Empresas,SENCILLO,0.11,1,0.06,0.01
JRP004,22,91.369,22,13,Terceros,TURBO,1.23,10,0.56,0.16
JRP217,1,29.323000000000004,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JRP245,1,0.358,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JRR786,4,24.378999999999998,4,3,Terceros,SENCILLO,0.22,2,0.11,0.03
JRR804,1,6.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JRR807,1,29.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JRR838,2,59.016000000000005,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JRR881,1,31.02,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JRY667,1,16.177,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
JRY835,13,308.049,13,5,Empresas,TRACTOMULA,0.73,10,0.56,0.1
JRY883,1,10.769,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JRY896,1,2.458,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JRY971,2,9.398,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
JSL201,1,33.262,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JSL252,1,5.292,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JSL310,2,7.744,2,1,Empresas,TURBO,0.11,2,0.11,0.01
JSL361,1,3.306,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JSL450,1,3.268,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JSL775,1,7.015,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JSL783,347,1843.434,279,19,Terceros,TURBO,19.38,18,1.0,1.5
JSL829,1,11.602,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JSL832,39,1090.563,36,21,Terceros,TRACTOMULA,2.18,15,0.83,0.29
JSL833,65,1870.486,61,25,Terceros,TRACTOMULA,3.63,18,1.0,0.48
JSL913,23,714.609,23,15,Terceros,TRACTOMULA,1.28,11,0.61,0.17
JSL959,5,128.716,5,1,Empresas,TRACTOMULA,0.28,4,0.22,0.04
JSL969,1,6.516,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JSL981,2,25.0,1,2,Terceros,TRACTOMULA,0.11,1,0.06,0.01
JTW120,1,6.648,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JTW221,6,16.428,6,2,Empresas,SENCILLO,0.34,5,0.28,0.05
JTW304,1,25.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JTX344,2,7.7,2,2,Empresas,TURBO,0.11,2,0.11,0.01
JTX425,4,128.195,4,4,Terceros,TRACTOMULA,0.22,4,0.22,0.03
JTX456,1,14.246,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JTX627,1,0.298,1,1,Empresas,CAMIONETA,0.06,1,0.06,0.01
JTX679,1,4.368,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JTX759,3,29.15,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
JTX825,1,17.63,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JTY221,9,282.226,9,8,Terceros,TRACTOMULA,0.5,7,0.39,0.07
JTY272,1,4.028,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JTY628,1,6.7509999999999994,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JTY686,1,29.306,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JTY964,1,1.816,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JTY995,23,333.577,23,1,Empresas,TRACTOMULA,1.28,15,0.83,0.17
JTZ326,3,13.114,3,3,Empresas,SENCILLO,0.17,3,0.17,0.02
JTZ416,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JTZ559,1,18.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JTZ684,7,210.202,7,6,Terceros,TRACTOMULA,0.39,6,0.33,0.05
JTZ986,3,40.833,3,3,Empresas,DOBLETROQUE,0.17,2,0.11,0.02
JUK070,15,237.30700000000002,15,8,Empresas,DOBLETROQUE,0.84,10,0.56,0.11
JUK073,1,17.258,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JUK157,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JUK159,1,34.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JUY378,2,18.67,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JUY469,2,17.137,2,2,Terceros,SENCILLO,0.11,1,0.06,0.01
JUY470,6,112.981,6,4,Terceros,DOBLETROQUE,0.34,4,0.22,0.05
JUY514,3,25.753,3,3,Terceros,SENCILLO,0.17,1,0.06,0.02
JUY649,4,58.979,4,2,Empresas,TRACTOMULA,0.22,4,0.22,0.03
JUY775,4,129.85,4,3,Empresas,TRACTOMULA,0.22,3,0.17,0.03
JUY803,2,19.133,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
JUY934,1,4.2780000000000005,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JUY999,1,20.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JUZ021,6,94.751,6,4,Empresas,DOBLETROQUE,0.34,5,0.28,0.05
JUZ133,3,70.4,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
JUZ184,5,109.086,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
JUZ196,2,7.470000000000001,2,2,Empresas,TURBO,0.11,2,0.11,0.01
JUZ299,3,80.435,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
JUZ373,5,81.539,5,2,Empresas,DOBLETROQUE,0.28,4,0.22,0.04
JUZ780,10,40.872,9,2,Terceros,TURBO,0.56,2,0.11,0.07
JUZ878,2,66.263,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JVI277,255,2239.84,244,58,Terceros,SENCILLO,14.24,18,1.0,1.5
JVK012,5,153.252,5,1,Terceros,TRACTOMULA,0.28,3,0.17,0.04
JVK332,4,129.402,4,3,Empresas,TRACTOMULA,0.22,3,0.17,0.03
JVK363,2,8.256,2,2,Empresas,SENCILLO,0.11,1,0.06,0.01
JVK491,1,2.144,1,1,Terceros,TURBO,0.06,1,0.06,0.01
JVK498,2,28.644,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JVK550,6,155.425,5,5,Terceros,TRACTOMULA,0.34,4,0.22,0.05
JVK579,1,20.64,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JVK679,1,1.847,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JVK778,2,32.53,2,2,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
JVM156,1,8.068,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JVM335,1,3.747,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JVM346,2,58.5,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JVM355,178,5563.185,169,33,Terceros,TRACTOMULA,9.94,18,1.0,1.32
JVM517,8,210.007,8,1,Empresas,TRACTOMULA,0.45,5,0.28,0.06
JVM518,60,1904.365,56,21,Terceros,TRACTOMULA,3.35,18,1.0,0.44
JVM523,1,8.905999999999999,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
JVM604,1,15.458,1,1,Terceros,DOBLETROQUE,0.06,1,0.06,0.01
JVM605,16,141.336,16,10,Terceros,SENCILLO,0.89,11,0.61,0.12
JYM355,1,1.338,1,1,Terceros,TURBO,0.06,1,0.06,0.01
JYM359,75,2017.112,72,42,Terceros,TRACTOMULA,4.19,17,0.94,0.56
JYM448,152,516.793,141,17,Terceros,TURBO,8.49,10,0.56,1.13
JYM476,36,141.524,36,17,Terceros,TURBO,2.01,14,0.78,0.27
JYM589,26,387.314,26,3,Empresas,TRACTOMULA,1.45,13,0.72,0.19
JYM650,1,19.173,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYM676,33,207.297,33,10,Terceros,SENCILLO,1.84,16,0.89,0.24
JYM721,514,7885.44,375,26,Terceros,DOBLETROQUE,28.71,18,1.0,1.5
JYM953,4,76.832,4,2,Empresas,TRACTOMULA,0.22,4,0.22,0.03
JYN044,1,0.143,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JYN099,34,540.4639999999999,34,4,Empresas,TRACTOMULA,1.9,18,1.0,0.25
JYN115,48,1380.044,47,26,Terceros,TRACTOMULA,2.68,13,0.72,0.36
JYN253,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN301,37,1152.825,37,25,Terceros,TRACTOMULA,2.07,14,0.78,0.27
JYN414,1,3.339,1,1,Terceros,TURBO,0.06,1,0.06,0.01
JYN513,14,42.1,8,3,Terceros,TURBO,0.78,2,0.11,0.1
JYN522,1,19.915999999999997,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN529,1,29.262,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN708,2,64.5,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
JYN734,1,16.646,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN777,1,27.941,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN847,43,951.529,41,10,Terceros,TRACTOMULA,2.4,10,0.56,0.32
JYN862,1,10.296,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYN990,1,3.497,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JYO058,2,7.042,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
JYO066,40,154.276,40,12,Terceros,TURBO,2.23,10,0.56,0.3
JYO280,29,105.383,29,12,Terceros,TURBO,1.62,8,0.44,0.21
JYO351,21,80.968,21,10,Terceros,TURBO,1.17,5,0.28,0.16
JYO395,3,10.703,3,3,Empresas,TURBO,0.17,2,0.11,0.02
JYO427,43,1319.54,43,33,Terceros,TRACTOMULA,2.4,18,1.0,0.32
JYO495,1,16.834,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYO620,722,6180.301,390,27,Terceros,SENCILLO,40.33,18,1.0,1.5
JYO630,1,18.33,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYO745,4,15.884,4,3,Terceros,CAMIONETA,0.22,2,0.11,0.03
JYO759,1,32.065,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYO872,6,23.294,6,6,Terceros,TURBO,0.34,2,0.11,0.05
JYO969,752,6689.439,420,32,Terceros,SENCILLO,42.0,18,1.0,1.5
JYW453,43,339.894,43,32,Terceros,SENCILLO,2.4,13,0.72,0.32
JYW471,19,134.029,18,12,Terceros,SENCILLO,1.06,12,0.67,0.14
JYW479,32,856.629,32,15,Terceros,TRACTOMULA,1.79,13,0.72,0.24
JYW554,1,18.101,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYW555,1,18.101,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYW556,1,20.225,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYW558,2,39.145,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JYW654,73,2467.192,73,32,Terceros,TRACTOMULA,4.08,18,1.0,0.54
JYW666,3,42.379,3,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
JYW669,2,12.844999999999999,2,2,Empresas,SENCILLO,0.11,1,0.06,0.01
JYW673,122,2613.868,119,15,Terceros,TRACTOMULA,6.81,18,1.0,0.9
JYW697,33,1097.346,31,20,Terceros,TRACTOMULA,1.84,10,0.56,0.24
JYW702,1,4.404,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JYW898,1,8.694,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JYX227,1,8.183,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JYX333,3,10.909,3,3,Empresas,TURBO,0.17,2,0.11,0.02
JYX393,3,40.870000000000005,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
JYX407,4,80.589,4,2,Empresas,TRACTOMULA,0.22,4,0.22,0.03
JYX434,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYX435,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYX451,34,587.194,34,5,Empresas,TRACTOMULA,1.9,15,0.83,0.25
JYX811,1,27.2,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYX862,1,29.418,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYX888,1,14.642,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYX907,1,18.076,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYY020,2,51.35,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JYY027,1,14.55,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYY092,1,31.148,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYY093,12,90.259,12,9,Terceros,SENCILLO,0.67,7,0.39,0.09
JYY099,1,16.157,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYY178,5,19.262999999999998,5,2,Empresas,TURBO,0.28,3,0.17,0.04
JYY211,1,4.242,1,1,Empresas,TURBO,0.06,1,0.06,0.01
JYY233,3,90.09,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
JYY349,6,101.424,6,4,Empresas,TRACTOMULA,0.34,5,0.28,0.05
JYY376,2,61.969,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JYY378,1,18.101,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JYY379,2,24.316000000000003,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JYY383,2,34.744,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
JYY384,2,41.793000000000006,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
JZE890,92,836.765,87,15,Terceros,SENCILLO,5.14,10,0.56,0.68
JZX017,59,337.896,49,23,Terceros,SENCILLO,3.3,16,0.89,0.44
JZX057,8,63.217999999999996,8,3,Terceros,SENCILLO,0.45,7,0.39,0.06
JZX103,58,358.765,52,17,Terceros,SENCILLO,3.24,17,0.94,0.43
JZX123,19,140.82999999999998,19,13,Terceros,SENCILLO,1.06,9,0.5,0.14
JZX135,1,7.974,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JZX223,32,215.304,32,17,Terceros,SENCILLO,1.79,14,0.78,0.24
JZX256,1,28.642,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
JZX269,1,6.624,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JZX276,1,3.228,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
JZX514,1,8.999,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
JZX541,7,112.46700000000001,7,3,Terceros,DOBLETROQUE,0.39,6,0.33,0.05
JZX553,2,17.362000000000002,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
JZX590,1,7.021,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
KMY454,20,622.861,20,18,Terceros,TRACTOMULA,1.12,8,0.44,0.15
KMY521,52,397.29,51,30,Terceros,SENCILLO,2.9,15,0.83,0.38
KMY585,1,32.506,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KMY631,1,23.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KMZ242,6,202.058,6,3,Terceros,TRACTOMULA,0.34,5,0.28,0.05
KMZ642,1,3.461,1,1,Empresas,TURBO,0.06,1,0.06,0.01
KNK562,1,18.869,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNK608,3,89.028,3,1,Terceros,TRACTOMULA,0.17,3,0.17,0.02
KNK648,1,18.101,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNK703,9,114.593,9,1,Empresas,TRACTOMULA,0.5,6,0.33,0.07
KNK716,1,33.047,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNK741,1,0.992,1,1,Empresas,TURBO,0.06,1,0.06,0.01
KNK752,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNK753,7,81.745,7,1,Empresas,TRACTOMULA,0.39,7,0.39,0.05
KNK866,19,285.255,18,15,Terceros,DOBLETROQUE,1.06,6,0.33,0.14
KNK933,1,11.909000000000002,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNL019,10,179.431,10,4,Empresas,TRACTOMULA,0.56,8,0.44,0.07
KNL039,1,3.289,1,1,Empresas,TURBO,0.06,1,0.06,0.01
KNL280,4,13.272,4,2,Terceros,TURBO,0.22,3,0.17,0.03
KNL387,1,31.2,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNL773,5,140.13400000000001,5,3,Empresas,TRACTOMULA,0.28,5,0.28,0.04
KNL843,1,8.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
KNM011,91,1262.758,90,43,Terceros,DOBLETROQUE,5.08,18,1.0,0.67
KNM063,20,148.957,19,17,Terceros,SENCILLO,1.12,6,0.33,0.15
KNM071,1,22.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNM290,1,32.799,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
KNY972,1,20.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNY973,1,33.066,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KNZ246,1,8.719,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
KNZ354,5,66.975,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
KNZ511,20,29.311,20,6,Terceros,CAMIONETA,1.12,5,0.28,0.15
KNZ594,3,89.094,3,3,Empresas,TRACTOMULA,0.17,2,0.11,0.02
KOK161,116,728.102,115,40,Terceros,SENCILLO,6.48,17,0.94,0.86
KOK232,1,9.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
KOK573,233,808.461,189,33,Terceros,TURBO,13.01,14,0.78,1.5
KOK640,1,1.465,1,1,Empresas,TURBO,0.06,1,0.06,0.01
KOK747,3,25.029,3,2,Empresas,SENCILLO,0.17,2,0.11,0.02
KOK747.,1,8.704,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
KOK940,9,277.862,9,5,Empresas,TRACTOMULA,0.5,7,0.39,0.07
