,viajes,toneladas,ton_prom,placas_activas,clientes_activos,corredores_activos,viajes_propia,viajes_terceros,dow,mes,trimestre,festivo,habil,fin_de_semana,fin_de_mes,t,lag7,lag14,roll7_mean,roll30_mean,sin7,cos7
viajes,1.0,0.9818612067882919,-0.10963271617891544,0.9860049834057022,0.6294942832385914,0.9730229610500094,0.692382828844903,0.986856003494317,-0.4691116961529624,0.02937758880340849,0.03615725985002227,-0.425736028080399,0.7020465619751546,-0.5362916973596892,0.10995719168183395,0.03086605058632015,0.5559820228759055,0.5886840913011252,0.03037015223485177,0.1122157514187918,0.484227590659382,-0.2805413582065167
toneladas,0.9818612067882919,1.0,-0.00703522702653191,0.9610309055687255,0.6031908434657131,0.9487117928185695,0.771439109377877,0.9502308546662812,-0.4587228703707116,0.04371133911387636,0.054769328379226045,-0.4195282073447052,0.6838332265805914,-0.5207782175264744,0.16298128868841347,0.0118726375022809,0.5243524214174801,0.5664181680595016,0.011572701420047037,0.10434436214107433,0.4443261670501477,-0.26290026070631434
ton_prom,-0.10963271617891544,-0.00703522702653191,1.0,-0.13584486072417054,-0.08184898524738272,-0.13158518911617803,0.1543190207029951,-0.1556352634274301,0.06196561918633126,0.04099766479547707,0.047584856778003184,-0.014056605091473771,-0.056434214569138545,0.05635243012483328,0.13448161183973414,-0.02206884384563466,-0.10373410790272562,-0.08035721546769843,-0.029251182043285126,-0.0025879786376517624,-0.11091878647742989,0.04278719362046718
placas_activas,0.9860049834057022,0.9610309055687255,-0.13584486072417054,1.0,0.6326583234548117,0.986640666281028,0.6305846189386671,0.9814703342270543,-0.447562309093986,0.028512548411449123,0.0358784896251208,-0.4398330227564053,0.6799841008485726,-0.506719142977101,0.08034758321426942,0.01593687611628081,0.5826148408831359,0.5963755983832912,0.0406661891719799,0.10145624066555413,0.4508137681142251,-0.29790630117657946
clientes_activos,0.6294942832385914,0.6031908434657131,-0.08184898524738272,0.6326583234548117,1.0,0.6722423202150656,0.3590051665846742,0.6638641874289563,-0.2951597863829154,0.17947191105033944,0.18513027783009808,-0.27775120145406024,0.44080732341468537,-0.33250460268145754,8.110966595911904e-05,0.5549740279738588,0.4213291410355647,0.38023716579513595,0.12184052145201185,0.22852235317933142,0.29135350168862034,-0.1773303888690274
corredores_activos,0.9730229610500094,0.9487117928185695,-0.13158518911617803,0.986640666281028,0.6722423202150656,1.0,0.6262479015794603,0.9705793905118489,-0.43241935724392017,0.0464858640440049,0.053061419807349026,-0.449444325539391,0.6848674060159482,-0.5077860022209347,0.05635526147864216,0.06352390473638994,0.5850347454647054,0.5942622913669799,0.05056649071546877,0.11219545273359934,0.42508385773348123,-0.3157200555211023
viajes_propia,0.692382828844903,0.771439109377877,0.1543190207029951,0.6305846189386671,0.3590051665846742,0.6262479015794603,1.0,0.6041609211808447,-0.3593499781240064,0.02710331327871171,0.03783131159489499,-0.28423712349964336,0.5172186120070705,-0.409617419292688,0.2643031482543633,-0.06499040859847867,0.300610657591785,0.38459665314071034,-0.06190275199885887,0.0683905619568758,0.31317815272715743,-0.16228825117286852
viajes_terceros,0.986856003494317,0.9502308546662812,-0.1556352634274301,0.9814703342270543,0.6638641874289563,0.9705793905118489,0.6041609211808447,1.0,-0.45111370161270375,0.03289991770041785,0.039170521102690974,-0.4147623637977163,0.6809902841363623,-0.5192726887676141,0.06827531921076095,0.08662595263612914,0.5653340838371106,0.5861027718885692,0.05234524816464292,0.11726257491218421,0.48095435451095736,-0.28579775361477067
dow,-0.4691116961529624,-0.4587228703707116,0.06196561918633126,-0.447562309093986,-0.2951597863829154,-0.43241935724392017,-0.3593499781240064,-0.45111370161270375,1.0,-0.01129338273116101,-0.007667353020988902,-0.17719172546328507,-0.670893876662792,0.7907634986272662,0.02253428665038232,-0.005118894479337778,-0.47665665750987446,-0.4761311121049703,-0.0006211430486903745,-0.015084523894455134,-0.7346324909971322,-0.3545509292398834
mes,0.02937758880340849,0.04371133911387636,0.04099766479547707,0.028512548411449123,0.17947191105033944,0.0464858640440049,0.02710331327871171,0.03289991770041785,-0.01129338273116101,1.0,0.9676658020055015,0.02253225362357962,-0.0035404457078786855,-0.00550320443169231,-0.008148849223643215,0.01767074322188155,0.12053465461731108,0.1146053023908747,0.3372973332814334,0.5477701884988452,0.012426936262204983,0.010950108572495742
trimestre,0.03615725985002227,0.054769328379226045,0.047584856778003184,0.0358784896251208,0.18513027783009808,0.053061419807349026,0.03783131159489499,0.039170521102690974,-0.007667353020988902,0.9676658020055015,1.0,0.021230942754084416,0.001657531492658047,-0.00883608544120704,-0.008212176424255015,0.0068967185988004645,0.1038262777673852,0.0963028195106455,0.25874046999028966,0.4590373968084243,0.01647996212259408,-0.0022020491824393173
festivo,-0.425736028080399,-0.4195282073447052,-0.014056605091473771,-0.4398330227564053,-0.27775120145406024,-0.449444325539391,-0.28423712349964336,-0.4147623637977163,-0.17719172546328507,0.02253225362357962,0.021230942754084416,1.0,-0.3209391602461204,-0.12403535981359569,-0.015287012163057277,0.03625589326853738,0.03343055025740563,-0.00022072700813505905,-0.013679872917396573,0.02417959510211099,0.007574784163153205,0.0958784421345774
habil,0.7020465619751546,0.6838332265805914,-0.056434214569138545,0.6799841008485726,0.44080732341468537,0.6848674060159482,0.5172186120070705,0.6809902841363623,-0.670893876662792,-0.0035404457078786855,0.001657531492658047,-0.3209391602461204,1.0,-0.8955678692644798,-0.013409820542495994,-0.017123254345909483,0.4973783794466948,0.5133428031275399,0.004442641964771,0.06032186959315654,0.7452539127607061,-0.21076428684843856
fin_de_semana,-0.5362916973596892,-0.5207782175264744,0.05635243012483328,-0.506719142977101,-0.33250460268145754,-0.5077860022209347,-0.409617419292688,-0.5192726887676141,0.7907634986272662,-0.00550320443169231,-0.00883608544120704,-0.12403535981359569,-0.8955678692644798,1.0,0.019838455386811442,-0.0021580763158981667,-0.5425142738379272,-0.5431488435304177,0.0011114048352815972,-0.07923336558937029,-0.785545786779027,0.17778479996942997
fin_de_mes,0.10995719168183395,0.16298128868841347,0.13448161183973414,0.08034758321426942,8.110966595911904e-05,0.05635526147864216,0.2643031482543633,0.06827531921076095,0.02253428665038232,-0.008148849223643215,-0.008212176424255015,-0.015287012163057277,-0.013409820542495994,0.019838455386811442,1.0,0.023111237982428607,-0.061096713768860285,0.02100599319310927,-0.037378407420709366,0.006015492086790466,-0.027993681645657225,-0.0036082768741283727
t,0.03086605058632015,0.0118726375022809,-0.02206884384563466,0.01593687611628081,0.5549740279738588,0.06352390473638994,-0.06499040859847867,0.08662595263612914,-0.005118894479337778,0.01767074322188155,0.0068967185988004645,0.03625589326853738,-0.017123254345909483,-0.0021580763158981667,0.023111237982428607,1.0,0.03727230946035705,0.027596428547955017,0.08510899101906744,0.20819078012029732,0.004334927083836348,0.00543284893219795
lag7,0.5559820228759055,0.5243524214174801,-0.10373410790272562,0.5826148408831359,0.4213291410355647,0.5850347454647054,0.300610657591785,0.5653340838371106,-0.47665665750987446,0.12053465461731108,0.1038262777673852,0.03343055025740563,0.4973783794466948,-0.5425142738379272,-0.061096713768860285,0.03727230946035705,1.0,0.5582056511564568,0.28112267107315064,0.24609788992653606,0.48492314994892505,-0.27622557654572066
lag14,0.5886840913011252,0.5664181680595016,-0.08035721546769843,0.5963755983832912,0.38023716579513595,0.5942622913669799,0.38459665314071034,0.5861027718885692,-0.4761311121049703,0.1146053023908747,0.0963028195106455,-0.00022072700813505905,0.5133428031275399,-0.5431488435304177,0.02100599319310927,0.027596428547955017,0.5582056511564568,1.0,0.10208095651228297,0.30666316275501315,0.4866923100578886,-0.27830744987814066
roll7_mean,0.03037015223485177,0.011572701420047037,-0.029251182043285126,0.0406661891719799,0.12184052145201185,0.05056649071546877,-0.06190275199885887,0.05234524816464292,-0.0006211430486903745,0.3372973332814334,0.25874046999028966,-0.013679872917396573,0.004442641964771,0.0011114048352815972,-0.037378407420709366,0.08510899101906744,0.28112267107315064,0.10208095651228297,1.0,0.48261068981616106,-0.0014879009171333843,0.00340037235955544
roll30_mean,0.1122157514187918,0.10434436214107433,-0.0025879786376517624,0.10145624066555413,0.22852235317933142,0.11219545273359934,0.0683905619568758,0.11726257491218421,-0.015084523894455134,0.5477701884988452,0.4590373968084243,0.02417959510211099,0.06032186959315654,-0.07923336558937029,0.006015492086790466,0.20819078012029732,0.24609788992653606,0.30666316275501315,0.48261068981616106,1.0,0.10256857345594711,-0.14212752672275936
sin7,0.484227590659382,0.4443261670501477,-0.11091878647742989,0.4508137681142251,0.29135350168862034,0.42508385773348123,0.31317815272715743,0.48095435451095736,-0.7346324909971322,0.012426936262204983,0.01647996212259408,0.007574784163153205,0.7452539127607061,-0.785545786779027,-0.027993681645657225,0.004334927083836348,0.48492314994892505,0.4866923100578886,-0.0014879009171333843,0.10256857345594711,1.0,0.0024006874575342725
cos7,-0.2805413582065167,-0.26290026070631434,0.04278719362046718,-0.29790630117657946,-0.1773303888690274,-0.3157200555211023,-0.16228825117286852,-0.28579775361477067,-0.3545509292398834,0.010950108572495742,-0.0022020491824393173,0.0958784421345774,-0.21076428684843856,0.17778479996942997,-0.0036082768741283727,0.00543284893219795,-0.27622557654572066,-0.27830744987814066,0.00340037235955544,-0.14212752672275936,0.0024006874575342725,1.0
