corredor,viajes,toneladas,ton_prom,cv_mensual_%,tendencia_mes,crecimiento_%
GIRARDOTA -> TULUA,37,155.227,4.195324324324324,75.5,0.17,148.9
BUENAVENTURA -> FUNZA,37,428.173,11.572243243243243,163.0,0.38,332.8
SOPO -> PALMIRA,36,622.102,17.28061111111111,90.7,-0.2,-180.0
FUNZA -> MOSQUERA,36,36.13,1.0036111111111112,135.0,0.31,279.0
SOPO -> AGUACHICA,35,368.947,10.541342857142856,105.1,0.27,249.9
BOGOTA D.C. -> MEDELLIN,35,435.66700000000003,12.447628571428572,105.1,0.24,222.2
MALAMBO -> YUMBO,35,1155.0,33.0,73.7,-0.05,-46.3
RIONEGRO -> LA ESTRELLA,35,160.169,4.576257142857143,141.6,-0.24,-222.2
BOGOTA D.C. -> TABIO,34,638.1,18.76764705882353,202.1,0.3,285.9
BOGOTA D.C. -> ANAPOIMA,34,209.002,6.147117647058824,107.3,0.07,66.7
GIRARDOTA -> PUERTO COLOMBIA,34,206.406,6.070764705882353,74.6,-0.02,-19.1
MEDELLIN -> MEDELLIN,34,162.51,4.779705882352941,152.9,0.21,200.1
GIRARDOTA -> ACACIAS,34,681.905,20.056029411764705,65.2,-0.03,-28.6
COTA -> IBAGUE,33,502.88599999999997,15.238969696969695,128.6,0.35,343.6
SOPO -> LA CALERA,33,289.821,8.782454545454547,70.6,-0.03,-29.5
BOGOTA D.C. -> GIRARDOT,33,148.5,4.5,79.9,0.05,49.1
SOPO -> CAJICA,33,268.067,8.123242424242424,115.7,0.15,147.3
RIONEGRO -> ITAGUI,33,127.598,3.8666060606060606,50.4,0.01,9.8
BOGOTA D.C. -> MADRID,33,91.8,2.7818181818181817,137.8,0.17,166.9
SOACHA -> TOCANCIPA,33,270.392,8.193696969696969,94.0,-0.06,-58.9
GIRARDOTA -> SOGAMOSO,32,266.803,8.33759375,78.5,-0.2,-202.5
MADRID -> BOJACA,32,264.34,8.260625,85.3,0.13,131.6
MALAMBO -> CARTAGENA,32,354.871,11.08971875,121.3,0.25,253.1
SOACHA -> BARRANCABERMEJA,32,417.662,13.0519375,56.4,0.04,40.5
SOPO -> RICAURTE,31,419.928,13.546064516129032,166.4,0.13,135.9
GIRARDOTA -> CHINCHINA,31,189.544,6.114322580645162,65.5,0.02,20.9
MADRID -> GALAPA,31,857.442,27.65941935483871,74.0,0.08,83.6
BOGOTA D.C. -> CHIA,31,270.5,8.725806451612904,191.9,0.35,365.8
SONSON -> YUMBO,31,1054.0,34.0,84.0,-0.01,-10.5
BUENAVENTURA -> MOSQUERA,31,1054.0,34.0,159.1,-0.02,-20.9
BUENAVENTURA -> CALI,31,718.959,23.19222580645161,90.8,0.17,177.7
MADRID -> OCAÑA,31,259.084,8.357548387096774,62.4,-0.02,-20.9
NOBSA -> ITAGUI,31,1046.0,33.74193548387097,140.6,0.31,324.0
SONSON -> GIRARDOTA,31,1054.0,34.0,136.3,0.24,250.8
SONSON -> LA PLATA,31,1054.0,34.0,88.6,-0.01,-10.5
MADRID -> CHINCHINA,31,568.026,18.32341935483871,68.4,-0.0,-0.0
SABANAGRANDE -> SABANALARGA,30,182.278,6.075933333333333,74.2,0.02,21.6
CALDAS -> CUCUTA,30,233.505,7.7835,74.2,0.01,10.8
SOACHA -> LA DORADA,30,420.81399999999996,14.027133333333332,46.0,0.04,43.2
CALDAS -> BUCARAMANGA,30,179.901,5.996700000000001,65.1,0.06,64.8
SONSON -> APARTADO,30,989.4,32.98,145.5,-0.06,-64.8
MADRID -> VALLEDUPAR,30,887.498,29.583266666666667,61.7,0.06,64.8
SONSON -> BELLO,30,1018.7,33.95666666666667,158.1,0.03,32.4
GIRARDOTA -> ZIPAQUIRA,30,297.794,9.926466666666666,98.7,-0.2,-216.0
MADRID -> SAN GIL,30,247.445,8.248166666666666,82.3,0.05,54.0
CALDAS -> COTA,29,157.049,5.41548275862069,71.1,0.06,67.0
CARTAGENA -> BOGOTA D.C.,29,457.0,15.758620689655173,100.2,-0.05,-55.9
SABANAGRANDE -> SABANETA,29,892.7860000000001,30.785724137931037,247.5,-0.06,-67.0
SONSON -> MANIZALES,29,986.0,34.0,118.8,-0.06,-67.0
SABANETA -> FACATATIVA,29,661.899,22.824103448275864,82.8,0.02,22.3
ENVIGADO -> SABANAGRANDE,29,539.182,18.59248275862069,100.2,0.21,234.6
SOPO -> MAGANGUE,29,507.301,17.493137931034482,100.2,0.15,167.6
SOACHA -> DUITAMA,29,230.626,7.9526206896551725,80.1,0.08,89.4
MADRID -> VILLA DE LEYVA,29,150.275,5.181896551724138,97.9,-0.12,-134.1
BOGOTA D.C. -> SABANETA,28,115.114,4.1112142857142855,67.0,0.07,81.0
FUNZA -> MANIZALES,28,96.655,3.451964285714286,39.6,-0.01,-11.6
SOPO -> VILLA DE LEYVA,28,285.836,10.208428571428572,110.7,0.24,277.7
MALAMBO -> TURBACO,28,260.02,9.286428571428571,141.6,0.31,358.7
MADRID -> APARTADO,28,809.735,28.919107142857143,80.2,-0.08,-92.6
MANIZALES -> BOGOTA D.C.,28,753.0,26.892857142857142,154.7,-0.19,-219.9
BUCARAMANGA -> RIONEGRO,28,319.677,11.417035714285715,101.6,0.15,173.6
GIRARDOTA -> GUADALAJARA DE BUGA,28,110.54599999999999,3.9480714285714282,77.1,0.05,57.9
SABANETA -> IPIALES,28,414.79699999999997,14.81417857142857,55.0,-0.02,-23.1
MADRID -> ITAGUI,28,246.845,8.815892857142858,96.7,0.19,219.9
SABANETA -> TENJO,28,118.181,4.22075,73.9,-0.06,-69.4
BOGOTA D.C. -> ZIPAQUIRA,27,193.072,7.150814814814815,123.7,0.12,144.0
SONSON -> MARIQUITA,27,918.0,34.0,135.8,-0.24,-288.0
FUNZA -> SOACHA,27,22.0,0.8148148148148148,152.1,0.3,360.0
SABANETA -> RETIRO,27,263.812,9.770814814814814,57.2,-0.03,-36.0
GIRARDOTA -> DUITAMA,27,236.716,8.76725925925926,107.9,-0.14,-168.0
PALMIRA -> GIRARDOTA,27,918.0,34.0,216.0,0.3,360.0
GIRARDOTA -> GUARNE,27,128.781,4.769666666666667,73.2,-0.04,-48.0
GIRARDOTA -> MALAMBO,27,252.05599999999998,9.335407407407407,65.7,0.0,0.0
SOGAMOSO -> BOGOTA D.C.,27,628.313,23.27085185185185,80.0,0.09,108.0
ENVIGADO -> LA CEJA,26,86.41,3.3234615384615385,75.9,0.07,87.2
COTA -> VILLAVICENCIO,26,377.558,14.521461538461539,123.9,0.22,274.2
ENVIGADO -> MAGANGUE,26,199.887,7.687961538461538,92.6,-0.04,-49.8
BOGOTA D.C. -> ENVIGADO,25,332.62,13.3048,99.2,0.22,285.1
ENVIGADO -> APARTADO,25,185.808,7.43232,92.9,-0.09,-116.6
SABANETA -> TURBO,25,507.69,20.3076,70.5,0.06,77.8
SONSON -> EL CARMEN DE VIBORAL,25,850.0,34.0,113.5,0.17,220.3
SOACHA -> OCAÑA,25,351.51,14.0604,70.5,0.01,13.0
GUADALAJARA DE BUGA -> MOSQUERA,25,850.0,34.0,238.3,0.38,492.5
GIRARDOTA -> YOLOMBO,25,417.5,16.7,86.0,-0.04,-51.8
SOPO -> LA DORADA,25,249.92,9.9968,92.9,0.02,25.9
PUERTO TEJADA -> POPAYAN,25,234.858,9.39432,158.4,0.07,90.7
ITAGUI -> CALDAS,25,36.771,1.47084,113.5,-0.23,-298.1
NOBSA -> SABANETA,25,842.0,33.68,105.2,0.05,64.8
CARTAGENA -> SONSON JERUSALEN,25,227.526,9.101040000000001,131.0,0.19,246.2
SOPO -> VILLETA,25,332.536,13.30144,194.7,0.18,233.3
CALDAS -> PASTO,25,340.412,13.61648,56.0,-0.02,-25.9
ENVIGADO -> ITAGUI,24,112.062,4.66925,156.5,-0.23,-310.5
ENVIGADO -> CUCUTA,24,179.186,7.466083333333334,106.1,0.15,202.5
CARTAGENA -> SOGAMOSO,24,302.435,12.601458333333333,145.5,0.15,202.5
COTA -> CHIA,24,274.551,11.439625,145.5,0.11,148.5
RIONEGRO -> RIONEGRO,24,113.19,4.71625,92.8,0.04,54.0
SOACHA -> SABANAGRANDE,24,672.96,28.040000000000003,152.2,-0.15,-202.5
GIRARDOTA -> FLORENCIA,24,410.395,17.099791666666665,77.2,0.02,27.0
BOGOTA D.C. -> RIONEGRO,24,151.0,6.291666666666667,120.7,0.13,175.5
SOPO -> OCAÑA,24,335.314,13.971416666666668,123.4,0.14,189.0
SABANETA -> QUIBDO,23,754.4,32.8,58.8,0.03,42.3
SOPO -> GIRARDOTA,23,417.675,18.159782608695654,92.2,0.01,14.1
SABANETA -> MONTERIA,23,394.339,17.14517391304348,162.9,0.13,183.1
PUERTO TEJADA -> BUENAVENTURA,23,239.724,10.422782608695652,156.1,0.07,98.6
SOPO -> CHOCONTA,23,218.5,9.5,36.1,-0.02,-28.2
CALDAS -> IPIALES,23,324.56,14.111304347826087,96.1,-0.06,-84.5
SABANETA -> EL SANTUARIO,23,240.951,10.476130434782608,103.3,-0.04,-56.3
GIRARDOTA -> TUNJA,23,202.76,8.815652173913042,96.1,-0.18,-253.6
BOGOTA D.C. -> FACATATIVA,22,109.0,4.954545454545454,124.1,0.01,14.7
SOPO -> TURBO,22,634.9300000000001,28.860454545454548,86.7,-0.02,-29.5
SONSON -> COYAIMA,22,748.0,34.0,103.3,-0.09,-132.5
CALI -> CANDELARIA,22,103.532,4.7059999999999995,136.2,0.15,220.9
CALDAS -> ITAGUI,22,60.174,2.735181818181818,99.4,0.07,103.1
SABANAGRANDE -> FUNDACION,22,219.857,9.9935,91.2,0.08,117.8
GIRARDOTA -> SOACHA,22,185.248,8.420363636363636,99.4,-0.03,-44.2
COTA -> RESTREPO,22,333.697,15.168045454545455,133.3,0.22,324.0
BOGOTA D.C. -> MOSQUERA,21,193.0,9.19047619047619,153.5,0.06,92.6
PUERTO TEJADA -> ARMENIA,21,196.986,9.380285714285714,111.0,0.05,77.1
IBAGUE -> SOACHA,21,675.0,32.142857142857146,167.0,0.21,324.0
CARTAGENA -> SOACHA,21,425.541,20.26385714285714,67.4,-0.01,-15.4
SOGAMOSO -> ITAGUI,21,371.282,17.680095238095237,98.6,-0.16,-246.9
MADRID -> FOMEQUE,21,182.531,8.691952380952381,111.0,-0.17,-262.3
GIRARDOTA -> MOSQUERA,21,236.266,11.250761904761905,164.3,-0.05,-77.1
GIRARDOTA -> IBAGUE,21,186.68,8.88952380952381,98.6,0.03,46.3
RIONEGRO -> QUIBDO,20,599.706,29.985300000000002,60.9,0.05,81.0
MADRID -> SAN JOSE DEL GUAVIARE,20,326.368,16.3184,92.0,0.09,145.8
BOGOTA D.C. -> CAJICA,20,92.0,4.6,92.0,0.11,178.2
BOGOTA D.C. -> APARTADO,20,393.876,19.6938,86.7,0.0,0.0
SANTA MARTA -> DIBULLA,20,91.59,4.5795,137.7,0.21,340.2
BUCARAMANGA -> BOGOTA D.C.,20,629.538,31.4769,101.9,0.03,48.6
BOGOTA D.C. -> TOCANCIPA,20,206.5,10.325,134.2,-0.0,-0.0
BOGOTA D.C. -> MONTERIA,20,356.815,17.84075,86.7,-0.05,-81.0
SOACHA -> LA CALERA,20,131.263,6.56315,97.1,0.03,48.6
SOPO -> MALAGA,20,216.81,10.8405,123.0,0.06,97.2
SOPO -> SAN GIL,20,271.266,13.563300000000002,171.6,0.19,307.8
ENVIGADO -> MADRID,20,364.911,18.24555,134.2,-0.05,-81.0
MEDELLIN -> BELLO,19,96.93900000000001,5.102052631578948,160.7,0.11,187.6
SABANETA -> CUCUTA,19,173.193,9.11542105263158,105.2,-0.02,-34.1
SONSON -> EL SANTUARIO,19,646.0,34.0,154.0,0.17,289.9
MALAMBO -> ARJONA,18,166.651,9.25838888888889,145.5,0.16,288.0
MADRID -> TOCANCIPA,18,113.491,6.305055555555556,132.8,-0.05,-90.0
MADRID -> FLORIDABLANCA,18,113.044,6.280222222222222,90.7,-0.0,-0.0
SOPO -> RESTREPO,18,451.789,25.09938888888889,68.6,0.05,90.0
SOACHA -> BARBOSA,18,138.66899999999998,7.703833333333332,128.3,0.19,342.0
GIRARDOTA -> RETIRO,18,50.633,2.8129444444444447,97.0,0.01,18.0
CALDAS -> AGUACHICA,18,180.573,10.031833333333333,48.5,0.02,36.0
COTA -> FUSAGASUGA,18,216.90699999999998,12.050388888888888,145.5,0.15,270.0
GIRARDOTA -> YOPAL,17,410.076,24.122117647058825,99.3,-0.07,-133.4
GIRARDOTA -> GIRON,17,145.645,8.567352941176472,183.3,0.16,304.9
BOGOTA D.C. -> EL ROSAL,17,93.5,5.5,156.1,0.01,19.1
SABANETA -> SINCELEJO,17,245.43,14.437058823529412,151.8,0.05,95.3
PALMAR DE VARELA -> VILLAVICENCIO,17,561.0,33.0,213.2,0.24,457.4
LA TEBAIDA -> ITAGUI,17,146.0,8.588235294117647,123.0,0.19,362.1
SABANETA -> CAUCASIA,17,396.266,23.309764705882355,92.4,0.0,0.0
GIRARDOTA -> CHIA,17,129.612,7.624235294117646,123.0,-0.07,-133.4
SOPO -> SAN JOSE DEL GUAVIARE,17,555.6850000000001,32.68735294117647,138.2,0.08,152.5
MADRID -> VILLETA,17,100.7,5.923529411764706,252.8,0.12,228.7
YUMBO -> BOGOTA D.C.,17,521.138,30.655176470588238,128.3,0.09,171.5
CALI -> YUMBO,16,74.775,4.6734375,148.9,0.11,222.8
PUERTO TEJADA -> ITAGUI,16,504.262,31.516375,176.4,0.15,303.8
RIONEGRO -> FRONTINO,16,99.26899999999999,6.2043124999999995,76.1,0.01,20.2
PUERTO TEJADA -> PALMIRA,16,201.718,12.607375,163.2,0.04,81.0
BOGOTA D.C. -> VILLAVICENCIO,16,233.177,14.5735625,158.6,0.07,141.8
PUERTO TEJADA -> ESPINAL,16,143.27100000000002,8.954437500000001,214.5,-0.06,-121.5
MADRID -> GARZON,16,192.415,12.0259375,101.3,-0.01,-20.2
ENVIGADO -> CALI,16,154.782,9.673875,108.4,-0.09,-182.2
SOGAMOSO -> IPIALES,16,482.362,30.147625,101.3,0.03,60.8
CALDAS -> SINCELEJO,16,78.514,4.907125,93.6,0.06,121.5
SOPO -> PIEDECUESTA,16,166.351,10.3969375,138.5,0.07,141.8
GIRARDOTA -> TURBACO,16,70.331,4.3956875,121.3,-0.13,-263.2
SOPO -> GUARNE,16,272.299,17.0186875,108.4,0.08,162.0
BUENAVENTURA -> RIONEGRO,16,318.755,19.9221875,108.4,-0.04,-81.0
SOPO -> COPACABANA,15,308.593,20.572866666666666,198.5,-0.09,-194.4
YUMBO -> SEVILLA,15,144.096,9.6064,165.9,0.15,324.0
SOPO -> BARRANCABERMEJA,15,154.157,10.277133333333333,118.2,0.14,302.4
YUMBO -> GIRARDOTA,15,210.671,14.044733333333333,125.2,-0.11,-237.6
MADRID -> GUARNE,15,198.339,13.2226,110.8,0.11,237.6
MALAMBO -> VALLEDUPAR,15,173.746,11.583066666666667,180.6,0.18,388.8
GIRARDOTA -> CALDAS,15,175.101,11.673399999999999,102.9,-0.05,-108.0
SOPO -> RIOHACHA,15,455.61600000000004,30.3744,94.3,0.0,0.0
SOPO -> CALDAS,15,145.713,9.7142,149.8,0.02,43.2
BOGOTA D.C. -> TUNJA,15,90.48,6.032,170.9,0.03,64.8
RIONEGRO -> YARUMAL,15,108.236,7.2157333333333336,74.2,0.0,0.0
BOGOTA D.C. -> GIRON,14,157.0,11.214285714285714,156.3,0.13,300.9
CALDAS -> FLORIDABLANCA,14,85.488,6.106285714285714,70.5,0.03,69.4
GIRARDOTA -> PITALITO,14,190.989,13.642071428571429,94.1,0.01,23.1
CALDAS -> YUMBO,14,69.84700000000001,4.989071428571429,94.1,0.06,138.9
SOPO -> SANTA ROSA DE CABAL,14,154.668,11.047714285714287,103.9,-0.02,-46.3
SABANETA -> SAN JERONIMO,14,131.71,9.407857142857143,129.0,-0.01,-23.1
MALAMBO -> MONTERIA,14,302.702,21.62157142857143,156.3,0.06,138.9
SONSON -> TULUA,14,476.0,34.0,121.2,-0.01,-23.1
SABANETA -> BUCARAMANGA,14,147.003,10.500214285714284,129.0,0.02,46.3
SOACHA -> LA VEGA,14,134.97,9.640714285714285,94.1,-0.04,-92.6
ITAGUI -> SOGAMOSO,14,294.605,21.04321428571429,222.9,0.01,23.1
SABANAGRANDE -> JUAN DE ACOSTA,14,82.467,5.8905,121.2,-0.03,-69.4
RICAURTE -> FUNZA,13,105.5,8.115384615384615,79.5,0.04,99.7
BARRANQUILLA -> TURBACO,13,73.772,5.674769230769231,169.9,0.12,299.1
CALDAS -> MONTERIA,13,57.377,4.413615384615385,104.1,0.05,124.6
SOACHA -> BELLO,13,421.0,32.38461538461539,148.7,-0.07,-174.5
MADRID -> JAMUNDI,13,193.785,14.906538461538462,132.7,-0.07,-174.5
MADRID -> MOCOA,13,169.654,13.050307692307692,79.5,-0.0,-0.0
SOACHA -> MARIQUITA,13,271.709,20.900692307692307,92.6,-0.07,-174.5
SABANETA -> EL CARMEN DE VIBORAL,13,122.028,9.38676923076923,114.4,-0.08,-199.4
RIONEGRO -> SEGOVIA,13,80.598,6.199846153846154,92.6,0.02,49.8
ENVIGADO -> BARRANQUILLA,13,120.403,9.26176923076923,169.9,0.11,274.2
COTA -> ZIPAQUIRA,13,139.439,10.726076923076922,114.4,0.09,224.3
SABANAGRANDE -> BARANOA,13,87.506,6.731230769230769,123.9,0.04,99.7
SOPO -> CAUCASIA,13,325.613,25.047153846153847,176.5,0.1,249.2
SOPO -> APULO,13,316.17,24.320769230769233,140.9,0.06,149.5
SABANAGRANDE -> SANTO TOMAS,13,82.979,6.383,114.4,0.02,49.8
SOPO -> RETIRO,13,112.268,8.636,188.8,0.12,299.1
CARTAGENA -> LA ESTRELLA,13,167.078,12.852153846153847,114.4,-0.02,-49.8
CARTAGENA -> SABANAGRANDE,13,30.289,2.329923076923077,292.0,0.0,0.0
MEDELLIN -> COPACABANA,13,63.061,4.850846153846154,169.9,0.07,174.5
ENVIGADO -> GIRARDOTA,13,139.888,10.760615384615384,140.9,-0.08,-199.4
SABANETA -> BARBOSA,13,67.31700000000001,5.17823076923077,114.4,-0.04,-99.7
SABANAGRANDE -> FONSECA,13,118.384,9.106461538461538,132.7,0.02,49.8
SOPO -> MOCOA,13,404.932,31.148615384615386,63.8,0.01,24.9
GIRARDOTA -> CAUCASIA,12,72.55199999999999,6.045999999999999,162.7,-0.04,-108.0
ENVIGADO -> YUMBO,12,313.313,26.109416666666664,192.5,-0.13,-351.0
RIONEGRO -> PUERTO BOYACA,12,91.227,7.602250000000001,89.1,0.02,54.0
SOACHA -> MALAGA,12,216.888,18.074,72.8,0.05,135.0
SOACHA -> LA MESA,12,103.205,8.600416666666666,89.1,-0.0,-0.0
ENVIGADO -> SOPO,12,133.524,11.127,154.3,-0.06,-162.0
MADRID -> ESPINAL,12,107.411,8.950916666666666,162.7,-0.04,-108.0
MADRID -> CHOACHI,12,114.0,9.5,115.0,-0.09,-243.0
BOGOTA D.C. -> PEREIRA,12,212.073,17.67275,126.0,0.08,216.0
BOGOTA D.C. -> CALDAS,12,65.24,5.4366666666666665,212.1,0.11,297.0
SABANETA -> SANTA BARBARA,12,106.0,8.833333333333334,162.7,0.08,216.0
GIRARDOTA -> SANTO DOMINGO,12,112.7,9.391666666666667,136.1,-0.12,-324.0
MADRID -> LA CALERA,12,60.677,5.056416666666666,162.7,0.03,81.0
SONSON -> BUCARAMANGA,12,408.0,34.0,178.2,0.11,297.0
SOACHA -> GARZON,12,208.115,17.342916666666667,136.1,0.01,27.0
SABANAGRANDE -> MONTERIA,12,157.03699999999998,13.086416666666665,162.7,0.04,108.0
MADRID -> RICAURTE,12,56.61,4.7175,154.3,0.09,243.0
BOGOTA D.C. -> SOPO,12,15.9,1.325,115.0,0.07,189.0
BUCARAMANGA -> MALAMBO,11,368.0,33.45454545454545,160.1,0.07,206.2
PUERTO TEJADA -> MANIZALES,11,102.128,9.284363636363636,114.2,0.01,29.5
SABANETA -> SANTA ROSA DE CABAL,11,119.349,10.849909090909092,114.2,0.02,58.9
NOBSA -> BOGOTA D.C.,11,372.0,33.81818181818182,150.0,-0.08,-235.6
MADRID -> LEBRIJA,11,64.744,5.885818181818181,114.2,-0.01,-29.5
VILLAVICENCIO -> VILLAVICENCIO,11,64.669,5.879,258.1,0.05,147.3
BARRANQUILLA -> SABANETA,11,363.0,33.0,169.7,0.04,117.8
MADRID -> RESTREPO,11,115.384,10.489454545454546,114.2,0.05,147.3
SOPO -> CANDELARIA,11,160.93900000000002,14.630818181818183,99.4,-0.07,-206.2
GIRARDOTA -> COTA,11,113.171,10.288272727272728,127.2,-0.06,-176.7
PALMAR DE VARELA -> MONTERIA,11,363.0,33.0,351.1,-0.1,-294.5
SABANAGRANDE -> EL RETEN,11,73.55,6.6863636363636365,99.4,0.01,29.5
SABANAGRANDE -> SINCELEJO,11,77.446,7.040545454545454,150.0,0.11,324.0
LA ESTRELLA -> COPACABANA,11,135.0,12.272727272727273,178.7,0.13,382.9
SOACHA -> FLORIDABLANCA,11,180.281,16.389181818181818,99.4,-0.04,-117.8
MADRID -> SAN MIGUEL,11,239.393,21.763,169.7,-0.04,-117.8
BUCARAMANGA -> PIEDECUESTA,11,99.318,9.02890909090909,178.7,0.07,206.2
MADRID -> PIEDECUESTA,11,70.184,6.3803636363636365,114.2,-0.01,-29.5
SONSON -> SIBATE,11,374.0,34.0,160.1,-0.02,-58.9
SABANAGRANDE -> SITIONUEVO,11,57.327,5.211545454545455,82.1,0.02,58.9
CARTAGENA -> YUMBO,11,357.0,32.45454545454545,127.2,-0.07,-206.2
SONSON -> SAN GIL,11,374.0,34.0,203.4,0.12,353.5
SABANAGRANDE -> TENERIFE,11,46.914,4.264909090909091,99.4,-0.05,-147.3
GIRARDOTA -> CANDELARIA,11,51.559999999999995,4.687272727272727,139.1,-0.1,-294.5
LA UNION -> CARTAGENA,11,300.48699999999997,27.316999999999997,114.2,0.03,88.4
GIRARDOTA -> CAJICA,11,120.889,10.98990909090909,114.2,-0.07,-206.2
SONSON -> FRESNO,11,374.0,34.0,178.7,-0.07,-206.2
CALI -> SANTANDER DE QUILICHAO,11,50.371,4.5791818181818185,251.9,0.11,324.0
BOGOTA D.C. -> SOGAMOSO,10,66.963,6.696299999999999,141.1,-0.02,-64.8
BARRANQUILLA -> CARTAGENA,10,78.087,7.8087,206.8,0.07,226.8
SOPO -> ESPINAL,10,124.24,12.424,141.1,-0.04,-129.6
ENVIGADO -> CAUCASIA,10,108.461,10.8461,154.0,-0.06,-194.4
MADRID -> MAGANGUE,10,171.334,17.1334,165.9,0.05,162.0
SOACHA -> GIRARDOTA,10,323.0,32.3,303.9,-0.12,-388.8
SOACHA -> RICAURTE,10,125.825,12.5825,177.0,0.05,162.0
SOACHA -> ENVIGADO,10,324.0,32.4,187.5,-0.02,-64.8
SOACHA -> VILLETA,10,120.026,12.0026,215.8,0.03,97.2
BUENAVENTURA -> ENVIGADO,10,187.425,18.7425,126.9,0.04,129.6
BOGOTA D.C. -> VILLA DE SAN DIEGO DE UBA,10,63.5,6.35,165.9,-0.0,-0.0
SOPO -> PUERTO COLOMBIA,10,149.055,14.9055,126.9,-0.03,-97.2
ENVIGADO -> FUSAGASUGA,10,96.621,9.662099999999999,165.9,-0.1,-324.0
ENVIGADO -> SINCELEJO,10,84.887,8.4887,154.0,0.05,162.0
CALI -> JAMUNDI,10,37.982,3.7982,240.9,0.14,453.6
SOPO -> LA CEJA,10,109.61599999999999,10.961599999999999,165.9,0.05,162.0
MALAMBO -> ITAGUI,10,331.302,33.1302,165.9,0.06,194.4
SABANAGRANDE -> SAN JUAN DEL CESAR,10,111.115,11.1115,154.0,-0.04,-129.6
SABANETA -> SANTA FE DE ANTIOQUIA,10,100.383,10.0383,154.0,-0.06,-194.4
SANTA MARTA -> CIENAGA,10,41.9,4.1899999999999995,126.9,0.11,356.4
MALAMBO -> MALAMBO,10,74.47200000000001,7.4472000000000005,187.5,0.08,259.2
GIRARDOTA -> NEIVA,10,147.61,14.761000000000001,141.1,-0.0,-0.0
SOPO -> GARZON,9,252.522,28.058,102.9,0.05,180.0
BUENAVENTURA -> BUCARAMANGA,9,239.0,26.555555555555557,171.5,-0.01,-36.0
SONSON -> CHAPARRAL,9,306.0,34.0,171.5,-0.05,-180.0
IBAGUE -> MOSQUERA,9,152.95,16.994444444444444,123.7,-0.05,-180.0
BOGOTA D.C. -> LA MESA,9,54.5,6.055555555555555,171.5,-0.03,-108.0
MADRID -> PALMIRA,9,192.924,21.436,141.4,-0.01,-36.0
ENVIGADO -> IPIALES,9,162.676,18.07511111111111,123.7,-0.08,-288.0
RIONEGRO -> SAN RAFAEL,9,32.914,3.6571111111111114,102.9,-0.02,-72.0
SOPO -> MONIQUIRA,9,91.413,10.157,123.7,0.0,0.0
SOPO -> PACHO,9,85.5,9.5,197.0,-0.13,-468.0
SONSON -> POPAYAN,9,306.0,34.0,184.7,0.01,36.0
SONSON -> SALDAÑA,9,306.0,34.0,157.2,-0.05,-180.0
MADRID -> SASAIMA,9,34.077999999999996,3.786444444444444,377.3,0.01,36.0
SABANETA -> MAICAO,9,90.233,10.02588888888889,123.7,0.01,36.0
GIRARDOTA -> SAN GIL,9,54.637,6.070777777777778,267.9,0.11,396.0
PUERTO TEJADA -> PASTO,9,254.0,28.22222222222222,123.7,0.01,36.0
RIONEGRO -> JARDIN,9,44.782000000000004,4.975777777777778,102.9,-0.0,-0.0
CALI -> PALMIRA,9,50.407,5.600777777777777,141.4,0.02,72.0
PUERTO TEJADA -> TULUA,9,107.0,11.88888888888889,219.6,-0.02,-72.0
PUERTO TEJADA -> PEREIRA,9,80.958,8.995333333333333,171.5,0.03,108.0
BARRANQUILLA -> SANTA MARTA,9,75.509,8.389888888888889,184.7,0.11,396.0
SOPO -> VILLAMARIA,9,112.744,12.527111111111111,184.7,0.03,108.0
CALDAS -> SABANETA,9,26.421,2.9356666666666666,171.5,0.01,36.0
MADRID -> GRANADA,9,123.271,13.696777777777777,123.7,0.03,108.0
SANTA MARTA -> VALLEDUPAR,9,61.809,6.867666666666667,184.7,0.12,432.0
SANTA MARTA -> FUNDACION,9,47.2,5.2444444444444445,141.4,0.1,360.0
ENVIGADO -> SANTA MARTA,9,59.101,6.566777777777777,171.5,0.08,288.0
PUERTO TEJADA -> IBAGUE,9,83.414,9.268222222222223,184.7,0.02,72.0
SOPO -> SAN PEDRO,9,77.565,8.618333333333332,141.4,0.09,324.0
SANTA MARTA -> ARACATACA,9,41.4,4.6,123.7,0.09,324.0
SOPO -> TULUA,9,274.581,30.509,171.5,-0.04,-144.0
SESQUILE -> IBAGUE,8,129.5,16.1875,207.4,0.03,121.5
GUADALAJARA DE BUGA -> FUNZA,8,272.0,34.0,280.6,0.13,526.5
BOGOTA D.C. -> TOCAIMA,8,33.362,4.17025,158.6,0.01,40.5
COTA -> RICAURTE,8,86.485,10.810625,269.8,0.02,81.0
EL CERRITO -> MEDELLIN,8,272.0,34.0,176.4,-0.01,-40.5
ENVIGADO -> CALDAS,8,38.68,4.835,176.4,-0.06,-243.0
RIONEGRO -> SAN JERONIMO,8,59.866,7.48325,115.0,0.04,162.0
CALDAS -> GALAPA,8,35.852000000000004,4.4815000000000005,138.5,-0.01,-40.5
BUENAVENTURA -> LA ESTRELLA,8,80.908,10.1135,138.5,-0.06,-243.0
GIRARDOTA -> SAN PEDRO,8,17.828,2.2285,158.6,0.05,202.5
LA TEBAIDA -> PASTO,8,75.991,9.498875,234.4,0.09,364.5
MADRID -> NEMOCON,8,37.874,4.73425,176.4,-0.09,-364.5
RIONEGRO -> MARINILLA,8,30.078,3.75975,138.5,0.06,243.0
BOGOTA D.C. -> CHIPAQUE,8,89.5,11.1875,234.4,-0.03,-121.5
