corredor,viajes,toneladas,ton_prom,cv_mensual_%,tendencia_mes,crecimiento_%
SABANETA -> YOLOMBO,3,51.5,17.166666666666668,308.7,-0.03,-324.0
SABANETA -> ZIPAQUIRA,3,13.5,4.5,308.7,-0.01,-108.0
ITAGUI -> CARTAGENA,3,9.034,3.0113333333333334,230.1,-0.02,-216.0
ITAGUI -> GIRARDOTA,3,4.861,1.6203333333333332,230.1,0.0,0.0
ITAGUI -> IBAGUE,3,99.0,33.0,230.1,0.02,216.0
YUMBO -> DOSQUEBRADAS,3,49.816,16.605333333333334,308.7,0.03,324.0
RIONEGRO -> CAÑASGORDAS,3,14.822,4.940666666666666,230.1,-0.01,-108.0
LA TEBAIDA -> SABANETA,3,27.0,9.0,308.7,0.02,216.0
SOPO -> TUTA,3,27.246,9.081999999999999,308.7,0.01,108.0
SOPO -> TENA,3,22.52,7.506666666666667,230.1,0.05,540.0
BOGOTA D.C. -> ANOLAIMA,2,13.0,6.5,291.0,-0.01,-162.0
BOGOTA D.C. -> APULO,2,18.0,9.0,424.3,0.0,0.0
BOGOTA D.C. -> GRANADA,2,18.136,9.068,291.0,0.03,486.0
SOPO -> VALPARAISO,2,24.913,12.4565,291.0,0.03,486.0
SOPO -> UBALA,2,26.6,13.3,291.0,-0.03,-486.0
SOPO -> TURBACO,2,63.852,31.926,291.0,-0.0,-0.0
PUERTO TEJADA -> SANDONA,2,20.0,10.0,291.0,0.0,0.0
PUERTO TEJADA -> VITERBO,2,19.0,9.5,291.0,-0.01,-162.0
RIONEGRO -> CERETE,2,31.711,15.8555,291.0,-0.01,-162.0
LA TEBAIDA -> BELLO,2,16.0,8.0,291.0,0.02,324.0
LA TEBAIDA -> FUNZA,2,30.0,15.0,424.3,0.01,162.0
SOACHA -> BARRANQUILLA,2,56.0,28.0,424.3,-0.03,-486.0
SOACHA -> CHIQUINQUIRA,2,15.931000000000001,7.9655000000000005,424.3,0.04,648.0
SOACHA -> CHOACHI,2,18.239,9.1195,424.3,0.01,162.0
SESQUILE -> NEIVA,2,32.5,16.25,291.0,-0.0,-0.0
SESQUILE -> YUMBO,2,31.0,15.5,291.0,0.01,162.0
ITAGUI -> LA ESTRELLA,2,0.9139999999999999,0.45699999999999996,291.0,-0.02,-324.0
LA TEBAIDA -> TOCANCIPA,2,20.0,10.0,424.3,0.02,324.0
MADRID -> ARCABUCO,2,1.6,0.8,291.0,-0.01,-162.0
MADRID -> GACHETA,2,34.5,17.25,291.0,-0.01,-162.0
BUCARAMANGA -> LEBRIJA,2,18.42,9.21,291.0,0.02,324.0
PALMAR DE VARELA -> SINCELEJO,2,66.0,33.0,424.3,-0.02,-324.0
PALMAR DE VARELA -> YARUMAL,2,66.0,33.0,424.3,0.01,162.0
RIONEGRO -> CHINCHINA,2,42.312000000000005,21.156000000000002,291.0,-0.02,-324.0
MADRID -> CHIQUINQUIRA,2,13.526,6.763,291.0,-0.02,-324.0
SESQUILE -> MADRID,2,34.0,17.0,424.3,-0.0,-0.0
SESQUILE -> DOSQUEBRADAS,2,32.146,16.073,291.0,0.02,324.0
MADRID -> CAREPA,2,62.410000000000004,31.205000000000002,291.0,0.01,162.0
PALMAR DE VARELA -> BUCARAMANGA,2,66.0,33.0,424.3,-0.0,-0.0
SABANAGRANDE -> DIBULLA,2,17.61,8.805,291.0,-0.01,-162.0
PUERTO TEJADA -> CANDELARIA,2,18.0,9.0,291.0,-0.01,-162.0
BARRANQUILLA -> FONSECA,2,24.403,12.2015,291.0,0.03,486.0
SOPO -> QUIMBAYA,2,41.272,20.636,291.0,0.02,324.0
SOPO -> SAN FRANCISCO,2,5.006,2.503,291.0,-0.0,-0.0
SOPO -> SAN JUAN DEL CESAR,2,39.673,19.8365,291.0,0.01,162.0
CALDAS -> GIRON,2,8.508,4.254,291.0,0.01,162.0
BUCARAMANGA -> SANTA MARTA,2,33.434,16.717,291.0,0.01,162.0
BOGOTA D.C. -> LA DORADA,2,18.14,9.07,291.0,0.03,486.0
SABANAGRANDE -> SAN ALBERTO,2,15.829,7.9145,291.0,0.02,324.0
PALMAR DE VARELA -> GUARNE,2,64.227,32.1135,291.0,0.02,324.0
PALMAR DE VARELA -> MADRID,2,66.0,33.0,291.0,0.03,486.0
CARTAGENA -> CALI,2,46.0,23.0,424.3,-0.02,-324.0
CARTAGENA -> MAICAO,2,10.332,5.166,291.0,0.03,486.0
COTA -> BARRANQUILLA,2,34.0,17.0,291.0,0.01,162.0
SOPO -> CHOACHI,2,15.814,7.907,424.3,0.03,486.0
SOPO -> DON MATIAS,2,31.467,15.7335,291.0,-0.03,-486.0
MIRANDA -> SOPO,2,68.0,34.0,291.0,0.01,162.0
SONSON -> PASTO,2,68.0,34.0,291.0,0.0,0.0
SONSON -> PUERTO SALGAR,2,68.0,34.0,424.3,0.01,162.0
ENVIGADO -> TUNJA,2,17.96,8.98,291.0,-0.02,-324.0
ENVIGADO -> YOPAL,2,44.996,22.498,291.0,-0.03,-486.0
FUNZA -> CALDAS,2,32.434,16.217,291.0,0.01,162.0
ENVIGADO -> MALAMBO,2,14.652,7.326,424.3,0.01,162.0
ENVIGADO -> MANIZALES,2,24.869,12.4345,424.3,-0.03,-486.0
ENVIGADO -> EL CARMEN DE VIBORAL,2,12.926,6.463,424.3,-0.03,-486.0
SONSON -> RIVERA,2,68.0,34.0,291.0,-0.0,-0.0
MEDELLIN -> BARBOSA,2,8.91,4.455,291.0,0.01,162.0
NOBSA -> DOSQUEBRADAS,2,67.0,33.5,291.0,0.01,162.0
NOBSA -> IBAGUE,2,67.0,33.5,291.0,0.0,0.0
NOBSA -> MALAMBO,2,66.0,33.0,291.0,0.02,324.0
NOBSA -> PASTO,2,68.0,34.0,291.0,0.01,162.0
SONSON -> ZIPAQUIRA,2,68.0,34.0,424.3,0.01,162.0
ENVIGADO -> PITALITO,2,34.517999999999994,17.258999999999997,291.0,0.0,0.0
MEDELLIN -> DON MATIAS,2,11.059999999999999,5.529999999999999,424.3,0.01,162.0
MEDELLIN -> GUATAPE,2,9.714,4.857,291.0,0.0,0.0
MEDELLIN -> HELICONIA,2,12.676,6.338,291.0,0.01,162.0
MEDELLIN -> MARINILLA,2,10.797,5.3985,291.0,0.01,162.0
NOBSA -> PEREIRA,2,67.0,33.5,291.0,-0.0,-0.0
MANIZALES -> PASTO,2,67.0,33.5,291.0,0.01,162.0
GIRARDOTA -> CAÑASGORDAS,2,35.0,17.5,291.0,-0.0,-0.0
SONSON -> HONDA,2,68.0,34.0,291.0,-0.0,-0.0
SONSON -> LA CEJA,2,68.0,34.0,291.0,0.0,0.0
GIRARDOT -> CHAPARRAL,2,26.0,13.0,291.0,0.01,162.0
SONSON -> ESPINAL,2,68.0,34.0,424.3,-0.04,-648.0
SONSON -> LA DORADA,2,68.0,34.0,424.3,0.01,162.0
SONSON -> MOCOA,2,68.0,34.0,291.0,-0.0,-0.0
SONSON -> MONTELIBANO,2,68.0,34.0,291.0,0.01,162.0
GIRARDOTA -> BUGALAGRANDE,2,9.177999999999999,4.5889999999999995,424.3,-0.03,-486.0
SABANETA -> CHIGORODO,2,32.175,16.0875,291.0,-0.0,-0.0
MALAMBO -> RIOHACHA,2,50.0,25.0,291.0,-0.01,-162.0
MALAMBO -> SANTA MARTA,2,24.244999999999997,12.122499999999999,291.0,0.03,486.0
CALOTO -> IBAGUE,2,68.0,34.0,291.0,0.0,0.0
CALDAS -> LA CEJA,2,5.324,2.662,291.0,0.01,162.0
CALDAS -> LA DORADA,2,3.63,1.815,291.0,0.01,162.0
CALDAS -> MARINILLA,2,11.526,5.763,291.0,-0.0,-0.0
CALDAS -> PALMIRA,2,15.017999999999999,7.5089999999999995,424.3,0.01,162.0
SABANAGRANDE -> EL BANCO,2,33.066,16.533,424.3,0.02,324.0
NOBSA -> POPAYAN,2,67.0,33.5,291.0,0.01,162.0
NOBSA -> RIONEGRO,2,68.0,34.0,291.0,-0.0,-0.0
RIONEGRO -> VENECIA,2,6.864,3.432,291.0,-0.01,-162.0
RIONEGRO -> PUERTO BERRIO,2,7.567,3.7835,291.0,0.01,162.0
RIONEGRO -> REMEDIOS,2,13.357,6.6785,291.0,0.02,324.0
COTA -> LA CALERA,2,15.719999999999999,7.859999999999999,291.0,0.02,324.0
DOSQUEBRADAS -> PEREIRA,2,4.0,2.0,424.3,-0.0,-0.0
EL CERRITO -> DOSQUEBRADAS,2,68.0,34.0,424.3,0.01,162.0
EL CERRITO -> YUMBO,2,68.0,34.0,424.3,0.01,162.0
SABANAGRANDE -> ZONA BANANERA,2,11.064,5.532,424.3,0.04,648.0
MEDELLIN -> CARACOLI,2,9.478000000000002,4.739000000000001,424.3,0.01,162.0
COTA -> SUAREZ,2,32.089,16.0445,291.0,0.01,162.0
SOPO -> CHIQUINQUIRA,2,14.861,7.4305,424.3,0.01,162.0
COTA -> LA MESA,2,11.343,5.6715,291.0,0.01,162.0
COTA -> RAQUIRA,2,32.186,16.093,291.0,0.01,162.0
ENVIGADO -> CHIA,2,25.369,12.6845,291.0,-0.03,-486.0
ENVIGADO -> COTA,2,12.737,6.3685,291.0,0.01,162.0
ENVIGADO -> DUITAMA,2,18.281000000000002,9.140500000000001,291.0,-0.03,-486.0
MIRANDA -> ITAGUI,2,68.0,34.0,424.3,0.01,162.0
MIRANDA -> MEDELLIN,2,68.0,34.0,424.3,0.01,162.0
MALAMBO -> URUMITA,2,66.0,33.0,424.3,-0.01,-162.0
SABANETA -> CAICEDO,2,35.0,17.5,424.3,-0.01,-162.0
SABANETA -> CAREPA,2,47.94,23.97,291.0,-0.01,-162.0
SONSON -> PALERMO,2,68.0,34.0,291.0,-0.03,-486.0
SONSON -> PALESTINA,2,68.0,34.0,424.3,-0.02,-324.0
SONSON -> MUTATA,2,68.0,34.0,291.0,-0.01,-162.0
ENVIGADO -> RICAURTE,2,12.667,6.3335,291.0,0.02,324.0
ENVIGADO -> SOACHA,2,17.589,8.7945,291.0,-0.03,-486.0
ENVIGADO -> SOLEDAD,2,9.350999999999999,4.6754999999999995,291.0,0.02,324.0
GIRARDOTA -> MONTENEGRO,2,15.969,7.9845,291.0,-0.01,-162.0
SOGAMOSO -> MADRID,2,10.95,5.475,291.0,-0.02,-324.0
SOGAMOSO -> NOBSA,2,33.5,16.75,291.0,0.0,0.0
GIRARDOTA -> LA VEGA,2,15.911,7.9555,291.0,-0.0,-0.0
GIRARDOTA -> CHAPARRAL,2,14.661999999999999,7.3309999999999995,424.3,-0.02,-324.0
GIRARDOTA -> COVEÑAS,2,23.659,11.8295,291.0,0.01,162.0
GIRARDOTA -> ENTRERRIOS,2,35.0,17.5,291.0,-0.02,-324.0
SONSON -> ALVARADO,2,68.0,34.0,291.0,0.0,0.0
SONSON -> AMAGA,2,68.0,34.0,291.0,0.01,162.0
MALAMBO -> AMAGA,2,66.45,33.225,291.0,0.03,486.0
SABANETA -> GIRALDO,2,14.0,7.0,291.0,-0.02,-324.0
SABANETA -> GUADUAS,2,8.565,4.2825,291.0,-0.02,-324.0
SONSON -> COPACABANA,2,68.0,34.0,291.0,-0.0,-0.0
GIRARDOTA -> ESPINAL,2,24.673000000000002,12.336500000000001,291.0,-0.02,-324.0
GALAPA -> GALAPA,2,37.0,18.5,291.0,0.03,486.0
GALAPA -> MONTERIA,2,38.0,19.0,424.3,0.04,648.0
MADRID -> TULUA,2,62.235,31.1175,291.0,-0.01,-162.0
MADRID -> VILLANUEVA,2,61.537,30.7685,291.0,0.02,324.0
GIRARDOTA -> VALPARAISO,2,6.9,3.45,291.0,0.01,162.0
GIRARDOTA -> VILLANUEVA,2,11.120999999999999,5.560499999999999,291.0,0.01,162.0
GIRARDOTA -> YALI,2,27.0,13.5,424.3,-0.03,-486.0
SOACHA -> FUSAGASUGA,2,24.395,12.1975,291.0,-0.02,-324.0
SOACHA -> LEBRIJA,2,32.647,16.3235,291.0,0.03,486.0
SOACHA -> RIOHACHA,2,68.0,34.0,424.3,-0.01,-162.0
SOACHA -> SOATA,2,10.346,5.173,291.0,0.03,486.0
GUADALAJARA DE BUGA -> BELLO,2,68.0,34.0,291.0,0.03,486.0
GUARNE -> CALDAS,2,49.703,24.8515,424.3,-0.04,-648.0
SOACHA -> PAIPA,2,18.114,9.057,291.0,-0.01,-162.0
GIRARDOTA -> TOLU VIEJO,2,14.399000000000001,7.1995000000000005,424.3,-0.03,-486.0
MADRID -> SACHICA,2,11.573,5.7865,291.0,-0.02,-324.0
MADRID -> TIBASOSA,2,12.026,6.013,291.0,-0.01,-162.0
SABANETA -> TULUA,2,64.136,32.068,291.0,-0.01,-162.0
SABANETA -> VENECIA,2,26.5,13.25,291.0,-0.02,-324.0
ITAGUI -> SABANETA,2,7.21,3.605,424.3,-0.02,-324.0
SOACHA -> EL ROSAL,2,27.58,13.79,291.0,0.0,0.0
SANTA MARTA -> SAN DIEGO,2,11.7,5.85,291.0,0.03,486.0
SANTANDER DE QUILICHAO -> SABANETA,2,68.0,34.0,291.0,-0.02,-324.0
SESQUILE -> CARTAGENA,2,64.0,32.0,291.0,0.01,162.0
SANTA MARTA -> BOSCONIA,2,11.7,5.85,291.0,0.02,324.0
MADRID -> FLORIAN,2,15.557,7.7785,424.3,0.01,162.0
CALI -> DOSQUEBRADAS,2,29.0,14.5,291.0,0.01,162.0
COTA -> BUCARAMANGA,2,68.0,34.0,291.0,0.01,162.0
COTA -> CAJICA,2,17.884,8.942,291.0,0.02,324.0
COTA -> FACATATIVA,2,27.0,13.5,291.0,0.0,0.0
SOPO -> FRESNO,2,31.5,15.75,291.0,-0.02,-324.0
CALI -> NEIVA,2,18.0,9.0,424.3,-0.04,-648.0
CALI -> POPAYAN,2,18.5,9.25,424.3,-0.03,-486.0
CALI -> TABIO,2,18.0,9.0,424.3,-0.03,-486.0
CALI -> GUACHENE,2,9.063,4.5315,291.0,0.03,486.0
CALI -> LA CUMBRE,2,7.198,3.599,424.3,0.01,162.0
SOPO -> LA CRUZ,2,57.254000000000005,28.627000000000002,291.0,0.01,162.0
CALI -> CAJICA,2,18.5,9.25,291.0,-0.03,-486.0
RIONEGRO -> SANTA ROSA DE CABAL,2,18.153,9.0765,291.0,-0.02,-324.0
SABANETA -> PASTO,2,66.175,33.0875,424.3,0.0,0.0
MADRID -> PUERTO LOPEZ,2,39.257999999999996,19.628999999999998,424.3,-0.01,-162.0
SOACHA -> RETIRO,2,32.0,16.0,424.3,0.03,486.0
GIRARDOTA -> MARINILLA,2,12.703,6.3515,291.0,0.01,162.0
GIRARDOTA -> PLANETA RICA,2,6.68,3.34,291.0,0.02,324.0
GIRARDOTA -> RICAURTE,2,12.167000000000002,6.083500000000001,291.0,0.01,162.0
GIRARDOTA -> SABANALARGA,2,7.995,3.9975,291.0,-0.02,-324.0
GIRARDOTA -> SABANAS DE SAN ANGEL,2,8.277999999999999,4.138999999999999,424.3,0.03,486.0
MADRID -> MELGAR,2,7.888999999999999,3.9444999999999997,291.0,0.01,162.0
BOGOTA D.C. -> SANTA MARTA,2,15.353000000000002,7.676500000000001,291.0,-0.01,-162.0
BOGOTA D.C. -> SASAIMA,2,24.0,12.0,424.3,-0.02,-324.0
SOPO -> YARUMAL,2,18.145000000000003,9.072500000000002,424.3,0.04,648.0
YUMBO -> RIONEGRO,2,28.0,14.0,291.0,0.03,486.0
PUERTO TEJADA -> JAMUNDI,2,14.225,7.1125,424.3,0.02,324.0
YUMBO -> MEDELLIN,2,55.803,27.9015,291.0,0.0,0.0
PUERTO TEJADA -> LA VIRGINIA,2,19.0,9.5,291.0,0.01,162.0
RIONEGRO -> EL CARMEN DE BOLIVAR,2,7.377,3.6885,291.0,-0.01,-162.0
PALMAR DE VARELA -> RIOHACHA,2,66.0,33.0,291.0,-0.02,-324.0
TURBO -> SOPO,2,48.0,24.0,291.0,0.03,486.0
VILLAVICENCIO -> ACACIAS,2,12.078,6.039,291.0,0.01,162.0
BOGOTA D.C. -> SAMACA,2,25.0,12.5,291.0,-0.01,-162.0
SOPO -> SAN SEBASTIAN DE BUENAVIS,2,62.638999999999996,31.319499999999998,291.0,0.02,324.0
PUERTO TEJADA -> COPACABANA,2,66.0,33.0,291.0,0.02,324.0
RIONEGRO -> GUATAPE,2,4.987,2.4935,291.0,-0.02,-324.0
RIONEGRO -> MAGANGUE,2,17.799999999999997,8.899999999999999,291.0,-0.02,-324.0
PUERTO TEJADA -> BARRANQUILLA,2,66.0,33.0,424.3,0.01,162.0
PUERTO TEJADA -> CALARCA,2,16.909,8.4545,291.0,0.02,324.0
PUERTO TEJADA -> MARIQUITA,2,18.0,9.0,424.3,-0.02,-324.0
BARRANQUILLA -> ARJONA,2,11.59,5.795,291.0,0.02,324.0
BOGOTA D.C. -> MELGAR,2,8.0,4.0,291.0,0.0,0.0
BOGOTA D.C. -> NEIVA,2,18.305999999999997,9.152999999999999,424.3,0.04,648.0
BUENAVENTURA -> GALAPA,2,52.0,26.0,424.3,0.04,648.0
BOGOTA D.C. -> TULUA,2,41.95,20.975,291.0,0.01,162.0
BUCARAMANGA -> CALDAS,2,12.600000000000001,6.300000000000001,291.0,-0.01,-162.0
YUMBO -> PUERTO TEJADA,2,18.592,9.296,291.0,-0.03,-486.0
BOGOTA D.C. -> PASTO,1,4.3,4.3,424.3,0.0,0.0
YUMBO -> FUNZA,1,9.065,9.065,424.3,0.02,648.0
YUMBO -> GINEBRA,1,3.939,3.939,424.3,0.02,648.0
YUMBO -> PATIA,1,8.935,8.935,424.3,0.01,324.0
YUMBO -> PEREIRA,1,16.496,16.496,424.3,0.01,324.0
YUMBO -> RESTREPO,1,9.6,9.6,424.3,-0.02,-648.0
YUMBO -> SANTA FE DE ANTIOQUIA,1,34.0,34.0,424.3,0.0,0.0
BELLO -> CALDAS,1,6.5,6.5,424.3,0.01,324.0
PUERTO TEJADA -> EL CERRITO,1,9.0,9.0,424.3,0.0,0.0
PUERTO TEJADA -> GUACARI,1,9.0,9.0,424.3,-0.0,-0.0
PUERTO TEJADA -> GUACHENE,1,9.0,9.0,424.3,-0.01,-324.0
PUERTO TEJADA -> BUCARAMANGA,1,33.0,33.0,424.3,0.01,324.0
PUERTO TEJADA -> CARTAGENA,1,33.0,33.0,424.3,0.02,648.0
PUERTO TEJADA -> CIRCASIA,1,8.638,8.638,424.3,0.01,324.0
RIONEGRO -> FLORIDABLANCA,1,2.694,2.694,424.3,0.0,0.0
RIONEGRO -> GIRALDO,1,4.057,4.057,424.3,0.01,324.0
RIONEGRO -> ISTMINA,1,2.447,2.447,424.3,0.02,648.0
RIONEGRO -> PEÑOL,1,2.431,2.431,424.3,-0.02,-648.0
RIONEGRO -> PLANETA RICA,1,8.918000000000001,8.918000000000001,424.3,0.02,648.0
BARRANQUILLA -> SAN ONOFRE,1,4.454,4.454,424.3,0.02,648.0
BARRANQUILLA -> SABANAGRANDE,1,3.0,3.0,424.3,-0.02,-648.0
BARRANQUILLA -> RIOHACHA,1,9.526000000000002,9.526000000000002,424.3,0.01,324.0
BARRANQUILLA -> EL CARMEN DE BOLIVAR,1,8.633999999999999,8.633999999999999,424.3,0.02,648.0
BARRANQUILLA -> BARRANQUILLA,1,1.008,1.008,424.3,-0.01,-324.0
PUERTO TEJADA -> LA TEBAIDA,1,9.0,9.0,424.3,-0.0,-0.0
PASTO -> CALDAS,1,4.3,4.3,424.3,0.0,0.0
PEREIRA -> CALDAS,1,4.3,4.3,424.3,-0.02,-648.0
VILLAVICENCIO -> MEDINA,1,6.877,6.877,424.3,0.01,324.0
VILLAVICENCIO -> PUERTO GAITAN,1,4.0,4.0,424.3,0.0,0.0
VILLAVICENCIO -> SAN CARLOS DE GUAROA,1,7.0,7.0,424.3,0.01,324.0
VILLAVICENCIO -> SAN MARTIN,1,7.0,7.0,424.3,0.01,324.0
YOPAL -> BOGOTA D.C.,1,34.0,34.0,424.3,-0.02,-648.0
YOPAL -> GACHANCIPA,1,34.0,34.0,424.3,-0.01,-324.0
YOPAL -> MEDELLIN,1,34.0,34.0,424.3,0.0,0.0
YUMBO -> ANDALUCIA,1,4.235,4.235,424.3,0.01,324.0
SOPO -> PATIA,1,33.336999999999996,33.336999999999996,424.3,-0.01,-324.0
SOPO -> PUERTO CAICEDO,1,32.196,32.196,424.3,0.01,324.0
SOPO -> PUERTO LOPEZ,1,32.591,32.591,424.3,-0.01,-324.0
SOPO -> PUERTO PARRA,1,4.752,4.752,424.3,-0.01,-324.0
SOPO -> RIVERA,1,32.986,32.986,424.3,0.01,324.0
SOPO -> ROLDANILLO,1,32.273,32.273,424.3,0.01,324.0
SOPO -> SAN ANDRES,1,28.841,28.841,424.3,0.01,324.0
SOPO -> SAN MARTIN DE LOBA,1,5.314,5.314,424.3,0.01,324.0
IBAGUE -> SOPO,1,8.0,8.0,424.3,0.01,324.0
ITAGUI -> BELLO,1,0.5,0.5,424.3,0.01,324.0
ITAGUI -> BUENAVENTURA,1,0.495,0.495,424.3,-0.0,-0.0
ITAGUI -> CERETE,1,34.0,34.0,424.3,-0.01,-324.0
ITAGUI -> ITAGUI,1,34.0,34.0,424.3,-0.01,-324.0
ITAGUI -> MANIZALES,1,33.0,33.0,424.3,0.01,324.0
ITAGUI -> MEDELLIN,1,33.0,33.0,424.3,0.0,0.0
ITAGUI -> NOBSA,1,0.346,0.346,424.3,-0.0,-0.0
LA TEBAIDA -> APARTADO,1,10.0,10.0,424.3,0.01,324.0
LA TEBAIDA -> BUENAVENTURA,1,8.0,8.0,424.3,0.02,648.0
LA TEBAIDA -> ENVIGADO,1,9.0,9.0,424.3,0.01,324.0
LA TEBAIDA -> GALAPA,1,33.0,33.0,424.3,0.01,324.0
LA TEBAIDA -> IBAGUE,1,9.0,9.0,424.3,0.01,324.0
LA TEBAIDA -> SAN ANDRES DE TUMACO,1,9.0,9.0,424.3,0.02,648.0
LA UNION -> RIONEGRO,1,32.0,32.0,424.3,0.01,324.0
IBAGUE -> SABANETA,1,34.0,34.0,424.3,0.0,0.0
SESQUILE -> RIONEGRO,1,16.0,16.0,424.3,0.0,0.0
SESQUILE -> TENJO,1,16.0,16.0,424.3,0.0,0.0
SOACHA -> ABEJORRAL,1,17.0,17.0,424.3,0.01,324.0
SOACHA -> ARBELAEZ,1,3.219,3.219,424.3,0.01,324.0
SOACHA -> BOYACA,1,9.078,9.078,424.3,-0.0,-0.0
SOACHA -> CARTAGENA,1,4.0,4.0,424.3,-0.01,-324.0
SOACHA -> CHINCHINA,1,34.0,34.0,424.3,0.01,324.0
LA ESTRELLA -> SOGAMOSO,1,12.0,12.0,424.3,-0.01,-324.0
MADRID -> CERETE,1,14.944,14.944,424.3,0.02,648.0
MADRID -> CHAPARRAL,1,6.959999999999998,6.959999999999998,424.3,-0.01,-324.0
MADRID -> CIMITARRA,1,8.494,8.494,424.3,0.01,324.0
MADRID -> CORRALES,1,2.609,2.609,424.3,0.02,648.0
MADRID -> EL CARMEN DE BOLIVAR,1,32.972,32.972,424.3,-0.01,-324.0
SESQUILE -> ITAGUI,1,16.0,16.0,424.3,0.02,648.0
SESQUILE -> MONTERIA,1,33.0,33.0,424.3,-0.0,-0.0
SESQUILE -> PALMIRA,1,16.0,16.0,424.3,0.02,648.0
GIRARDOTA -> TIERRALTA,1,7.0569999999999995,7.0569999999999995,424.3,-0.01,-324.0
GIRARDOTA -> TOCANCIPA,1,8.961,8.961,424.3,0.0,0.0
GIRARDOTA -> YARUMAL,1,4.518,4.518,424.3,0.02,648.0
GIRON -> IBAGUE,1,33.6,33.6,424.3,0.01,324.0
GIRON -> SABANETA,1,33.6,33.6,424.3,0.01,324.0
GUARNE -> IBAGUE,1,34.0,34.0,424.3,0.02,648.0
IBAGUE -> BUCARAMANGA,1,34.0,34.0,424.3,0.01,324.0
SOACHA -> PAMPLONA,1,16.425,16.425,424.3,-0.01,-324.0
SANTA MARTA -> CALI,1,5.7,5.7,424.3,0.02,648.0
SANTA MARTA -> CARTAGENA,1,9.0,9.0,424.3,0.01,324.0
SANTA MARTA -> EL BANCO,1,4.0,4.0,424.3,0.01,324.0
SANTA MARTA -> MARIA LA BAJA,1,6.0,6.0,424.3,0.01,324.0
SANTA MARTA -> PLATO,1,5.7,5.7,424.3,0.02,648.0
SOACHA -> LA PLATA,1,18.871,18.871,424.3,-0.01,-324.0
SOACHA -> MARINILLA,1,33.0,33.0,424.3,0.01,324.0
SOACHA -> MOCOA,1,33.229,33.229,424.3,-0.01,-324.0
MADRID -> FONSECA,1,33.166,33.166,424.3,0.02,648.0
MADRID -> GUADALAJARA DE BUGA,1,28.768,28.768,424.3,0.01,324.0
MADRID -> LA CEJA,1,8.319,8.319,424.3,0.02,648.0
MADRID -> LA VIRGINIA,1,7.408,7.408,424.3,-0.0,-0.0
SAN MARTIN -> MEDELLIN,1,34.0,34.0,424.3,-0.02,-648.0
SAN ROQUE -> ITAGUI,1,16.0,16.0,424.3,0.01,324.0
SANTA MARTA -> ALGARROBO,1,2.486,2.486,424.3,0.0,0.0
SANTA MARTA -> BURITICA,1,4.1,4.1,424.3,0.02,648.0
ITAGUI -> PUERTO PARRA,1,34.0,34.0,424.3,-0.01,-324.0
ITAGUI -> SINCELEJO,1,33.0,33.0,424.3,-0.01,-324.0
SOACHA -> FOMEQUE,1,4.741,4.741,424.3,0.01,324.0
SABANETA -> TIBU,1,3.376,3.376,424.3,-0.02,-648.0
SABANETA -> TUNJA,1,1.17,1.17,424.3,0.0,0.0
SABANETA -> VALPARAISO,1,10.02,10.02,424.3,0.01,324.0
SABANETA -> VILLAGARZON,1,33.0,33.0,424.3,-0.0,-0.0
SABANETA -> VILLAVICENCIO,1,18.888,18.888,424.3,0.02,648.0
SABANETA -> SANTUARIO,1,7.073,7.073,424.3,0.01,324.0
SABANETA -> SIBATE,1,10.0,10.0,424.3,-0.01,-324.0
SOACHA -> TURBO,1,33.0,33.0,424.3,0.01,324.0
SOACHA -> VENECIA,1,9.5,9.5,424.3,0.0,0.0
SOACHA -> VILLA DEL ROSARIO,1,16.266,16.266,424.3,0.02,648.0
GIRARDOTA -> PUERTO LOPEZ,1,32.1,32.1,424.3,-0.01,-324.0
GIRARDOTA -> SAN JOSE DEL GUAVIARE,1,29.894,29.894,424.3,-0.01,-324.0
GIRARDOTA -> SAN JUAN DEL CESAR,1,3.844,3.844,424.3,0.01,324.0
MADRID -> PAMPLONA,1,14.971,14.971,424.3,0.0,0.0
MADRID -> PLANETA RICA,1,15.501,15.501,424.3,0.01,324.0
MADRID -> PUERTO COLOMBIA,1,16.234,16.234,424.3,0.01,324.0
SABANETA -> SAN CARLOS DE GUAROA,1,3.859,3.859,424.3,0.01,324.0
SABANETA -> SAN PEDRO,1,4.063,4.063,424.3,-0.01,-324.0
SABANETA -> SAN VICENTE,1,9.363999999999999,9.363999999999999,424.3,-0.01,-324.0
SABANETA -> SANTA MARTA,1,2.315,2.315,424.3,-0.02,-648.0
SABANETA -> SANTIAGO DE TOLU,1,9.011,9.011,424.3,0.0,0.0
MADRID -> SAN AGUSTIN,1,8.388,8.388,424.3,-0.02,-648.0
MADRID -> SAN ANDRES DE TUMACO,1,4.495,4.495,424.3,0.0,0.0
MADRID -> SAN MARTIN DE LOBA,1,26.142,26.142,424.3,0.01,324.0
MADRID -> SEVILLA,1,9.095,9.095,424.3,-0.0,-0.0
MADRID -> LORICA,1,15.276,15.276,424.3,-0.01,-324.0
MADRID -> LOS PALMITOS,1,16.0,16.0,424.3,-0.0,-0.0
MADRID -> LOS PATIOS,1,6.156,6.156,424.3,0.01,324.0
MADRID -> MORROA,1,32.972,32.972,424.3,-0.01,-324.0
SOACHA -> POPAYAN,1,33.257,33.257,424.3,0.0,0.0
SOACHA -> PUERTO LOPEZ,1,8.079,8.079,424.3,-0.01,-324.0
SOACHA -> SAN FRANCISCO,1,3.948,3.948,424.3,0.0,0.0
